acronym,id,name
Sun1,52893,Sad1 and UNC84 domain containing 1
Krt76,52895,keratin 76
Tmco4,52896,transmembrane and coiled-coil domains 4
Ston1,52897,stonin 1
Ccdc183,52898,coiled-coil domain containing 183
Ints7,52905,integrator complex subunit 7
9230110F15Rik,52920,RIKEN cDNA 9230110F15 gene
Ankrd11,52927,ankyrin repeat domain 11
Ocel1,52930,occludin/ELL domain containing 1
5730585A16Rik,52936,RIKEN cDNA 5730585A16 gene
Tanc2,52937,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
Tmem181a,52946,transmembrane protein 181A
Gpbp1l1,52950,GC-rich promoter binding protein 1-like 1
Klhl2,52953,"kelch-like 2, Mayven"
Mtmr2,52956,myotubularin related protein 2
Zfp934,52957,zinc finger protein 934
9130221H12Rik,52964,RIKEN cDNA 9130221H12 gene
Il33,52965,interleukin 33
Crebrf,52968,CREB3 regulatory factor
2810433D01Rik,52972,RIKEN cDNA 2810433D01 gene
8030423J24Rik,53006,RIKEN cDNA 8030423J24 gene
9330159N22Rik,53043,RIKEN cDNA 9330159N22 gene
Krtap5-3,53055,keratin associated protein 5-3
Ptgr2,53059,prostaglandin reductase 2
Tmem200a,53060,transmembrane protein 200A
9330161L09Rik,53065,RIKEN cDNA 9330161L09 gene
9330169L03Rik,53066,RIKEN cDNA 9330169L03 gene
9430038I01Rik,53092,RIKEN cDNA 9430038I01 gene
Yif1b,53094,Yip1 interacting factor homolog B (S. cerevisiae)
9430024E24Rik,53097,RIKEN cDNA 9430024E24 gene
Zfp142,53104,zinc finger protein 142
Nkrf,53126,NF-kappaB repressing factor
Fam162b,53136,"family with sequence similarity 162, member B"
Raph1,53140,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
Wdr82,53145,WD repeat domain containing 82
Ankrd55,53158,ankyrin repeat domain 55
9430041J12Rik,53163,RIKEN cDNA 9430041J12 gene
9530004P13Rik,53203,RIKEN cDNA 9530004P13 gene
Sec24a,53211,"Sec24 related gene family, member A (S. cerevisiae)"
C030013D06Rik,53216,RIKEN cDNA C030013D06 gene
C030014I23Rik,53221,RIKEN cDNA C030014I23 gene
9530003J23Rik,53237,RIKEN cDNA 9530003J23 gene
Rab35,53247,"RAB35, member RAS oncogene family"
Esrp2,53251,epithelial splicing regulatory protein 2
C330018D20Rik,53262,RIKEN cDNA C330018D20 gene
Spinkl,53264,"serine protease inhibitor, Kazal type-like"
9530002B09Rik,53272,RIKEN cDNA 9530002B09 gene
9530020I12Rik,53282,RIKEN cDNA 9530020I12 gene
Heg1,53286,HEG homolog 1 (zebrafish)
Dmrta2os,53293,"doublesex and mab-3 related transcription factor like family A2, opposite strand"
Tmem116,53302,transmembrane protein 116
Kidins220,53320,kinase D-interacting substrate 220
Stk31,53325,serine threonine kinase 31
Dnhd1,53345,dynein heavy chain domain 1
9330185C12Rik,53351,RIKEN cDNA 9330185C12 gene
Zfp266,53359,zinc finger protein 266
Mtus2,53361,microtubule associated tumor suppressor candidate 2
Tmem213,53362,transmembrane protein 213
Anks1b,53371,ankyrin repeat and sterile alpha motif domain containing 1B
Jrkl,53372,Jrk-like
C030034I22Rik,53373,RIKEN cDNA C030034I22 gene
8030498B09Rik,53387,RIKEN cDNA 8030498B09 gene
Shisa4,53392,shisa family member 4
Agl,53399,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase"
Limch1,53409,LIM and calponin homology domains 1
Vps33a,53413,vacuolar protein sorting 33A (yeast)
Tcaf1,53414,"family with sequence similarity 115, member A"
Spns3,53417,spinster homolog 3
Bcl9,53418,B cell CLL/lymphoma 9
Myh10,53419,"myosin, heavy polypeptide 10, non-muscle"
5730596B20Rik,53420,RIKEN cDNA 5730596B20 gene
Mboat7,53422,membrane bound O-acyltransferase domain containing 7
Notum,53423,notum pectinacetylesterase homolog (Drosophila)
Chst15,53430,carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
Ddx10,53431,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
4931406H21Rik,53432,RIKEN cDNA 4931406H21 gene
Usp45,53433,ubiquitin specific petidase 45
4930552P12Rik,53434,RIKEN cDNA 4930552P12 gene
Nup210l,53435,nucleoporin 210-like
Gpr110,53436,G protein-coupled receptor 110
Rbm12b2,53444,RNA binding motif protein 12 B2
H2afv,53445,"H2A histone family, member V"
Ccdc151,53449,coiled-coil domain containing 151
Prss36,53453,"protease, serine 36"
C330006D17Rik,53456,RIKEN cDNA C330006D17 gene
Prelid2,53459,PRELI domain containing 2
Apex2,53462,apurinic/apyrimidinic endonuclease 2
Smpd4,53466,sphingomyelin phosphodiesterase 4
Efcab6,53467,EF-hand calcium binding domain 6
Sphkap,53469,"SPHK1 interactor, AKAP domain containing"
Pramef12,53472,PRAME family member 12
Snapc3,53474,"small nuclear RNA activating complex, polypeptide 3"
C330007P06Rik,53484,RIKEN cDNA C330007P06 gene
Trat1,53487,T cell receptor associated transmembrane adaptor 1
Zfp955a,53492,zinc finger protein 955A
Arhgef38,53509,Rho guanine nucleotide exchange factor (GEF) 38
Defb41,53513,defensin beta 41
Defb12,53514,defensin beta 12
Ehmt1,53523,euchromatic histone methyltransferase 1
Bsph2,53524,binder of sperm protein homolog 2
Mmab,53537,methylmalonic aciduria (cobalamin deficiency) type B homolog (human)
Lcn12,53541,lipocalin 12
Lcn9,53544,lipocalin 9
9230104L09Rik,53545,RIKEN cDNA 9230104L09 gene
6030408B16Rik,53557,RIKEN cDNA 6030408B16 gene
Mrps5,53561,mitochondrial ribosomal protein S5
6030468B19Rik,53567,RIKEN cDNA 6030468B19 gene
Rnf170,53573,ring finger protein 170
Adamtsl1,53579,ADAMTS-like 1
Bora,53584,"bora, aurora kinase A activator"
Gm9736,53603,predicted gene 9736
Elp4,53606,elongation protein 4 homolog (S. cerevisiae)
Ermn,53607,"ermin, ERM-like protein"
Csrnp3,53611,cysteine-serine-rich nuclear protein 3
Dcst1,53612,DC-STAMP domain containing 1
Ulbp1,53617,UL16 binding protein 1
Epm2aip1,53621,EPM2A (laforin) interacting protein 1
Polq,53622,"polymerase (DNA directed), theta"
A930006J02Rik,53630,RIKEN cDNA A930006J02 gene
Adamtsl2,53634,ADAMTS-like 2
A930009E05Rik,53636,RIKEN cDNA A930009E05 gene
Sla2,53639,Src-like-adaptor 2
Fam159b,53643,"family with sequence similarity 159, member B"
Esco1,53645,establishment of cohesion 1 homolog 1 (S. cerevisiae)
Lrrc42,53649,leucine rich repeat containing 42
Krba1,53667,KRAB-A domain containing 1
Tchp,53672,"trichoplein, keratin filament binding"
Mlana,53676,melan-A
B230104C08Rik,53681,RIKEN cDNA B230104C08 gene
Msl2,53693,male-specific lethal 2 homolog (Drosophila)
Thyn1,53702,thymocyte nuclear protein 1
Ypel2,53704,yippee-like 2 (Drosophila)
E130102H24Rik,53706,RIKEN cDNA E130102H24 gene
D730045B01Rik,53707,RIKEN cDNA D730045B01 gene
Six3os1,53708,"SIX homeobox 3, opposite strand 1"
Cyp4f41-ps,53715,"cytochrome P450, family 4, subfamily f, polypeptide 41 pseudogene"
6030458C11Rik,53717,RIKEN cDNA 6030458C11 gene
6030498E09Rik,53723,RIKEN cDNA 6030498E09 gene
Lbh,53729,limb-bud and heart
Fate1,53745,fetal and adult testis expressed 1
9230113P08Rik,53748,RIKEN cDNA 9230113P08 gene
A030005K14Rik,53761,RIKEN cDNA A030005K14 gene
Yipf6,53769,"Yip1 domain family, member 6"
Fam53b,53778,"family with sequence similarity 53, member B"
Rpgrip1,53785,retinitis pigmentosa GTPase regulator interacting protein 1
Cyp20a1,53791,"cytochrome P450, family 20, subfamily a, polypeptide 1"
A930012M21Rik,53794,RIKEN cDNA A930012M21 gene
Hook1,53803,hook homolog 1 (Drosophila)
A930033C23Rik,53805,RIKEN cDNA A930033C23 gene
Rdh12,53814,retinol dehydrogenase 12
Tmem50b,53815,transmembrane protein 50B
Nuak1,53816,"NUAK family, SNF1-like kinase, 1"
Sbf1,53820,SET binding factor 1
Ascc3,53827,activating signal cointegrator 1 complex subunit 3
Mir99ahg,53834,Mir99a and Mirlet7c-1 host gene (non-protein coding)
Cutal,53836,cutA divalent cation tolerance homolog-like
Grifin,53838,galectin-related inter-fiber protein
Prr15,53844,proline rich 15
Ccdc150,53856,coiled-coil domain containing 150
4930545L08Rik,53868,RIKEN cDNA 4930545L08 gene
4930528H21Rik,53874,RIKEN cDNA 4930528H21 gene
Mccc2,53878,methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
Tmem190,53892,transmembrane protein 190
4930569F06Rik,53895,RIKEN cDNA 4930569F06 gene
4930583I09Rik,53897,RIKEN cDNA 4930583I09 gene
6430503K07Rik,53908,RIKEN cDNA 6430503K07 gene
Cpt1c,53910,carnitine palmitoyltransferase 1c
Lcn8,53916,lipocalin 8
Crisp4,53921,cysteine-rich secretory protein 4
Sowahb,53928,sosondowah ankyrin repeat domain family member B
Msantd4,53940,Myb/SANT-like DNA-binding domain containing 4 with coiled-coils
8430431K14Rik,53943,RIKEN cDNA 8430431K14 gene
4833413E03Rik,53944,RIKEN cDNA 4833413E03 gene
4930451E10Rik,53951,RIKEN cDNA 4930451E10 gene
4930451I11Rik,53958,RIKEN cDNA 4930451I11 gene
Spata31,53964,spermatogenesis associated 31
Spag11a,53968,sperm associated antigen 11A
Lpar4,53974,lysophosphatidic acid receptor 4
4930430O22Rik,53994,RIKEN cDNA 4930430O22 gene
4930442G15Rik,54000,RIKEN cDNA 4930442G15 gene
Cox7b2,54014,cytochrome c oxidase subunit VIIb2
Ninl,54017,ninein-like
Ppp1r3fos,54025,"protein phosphatase 1, regulatory subunit 3F, opposite strand"
4930546K05Rik,54034,RIKEN cDNA 4930546K05 gene
Tmem210,54057,transmembrane protein 210
Trappc6b,54072,trafficking protein particle complex 6B
Spint4,54079,"serine protease inhibitor, Kunitz type 4"
Cst11,54080,cystatin 11
Spink12,54082,"serine peptidase inhibitor, Kazal type 12"
9230112D13Rik,54083,RIKEN cDNA 9230112D13 gene
Dnajc21,54084,"DnaJ (Hsp40) homolog, subfamily C, member 21"
Acbd7,54085,acyl-Coenzyme A binding domain containing 7
Phf23,54086,PHD finger protein 23
Armcx1,54088,"armadillo repeat containing, X-linked 1"
Gpr115,54089,G protein-coupled receptor 115
Iqch,54090,IQ motif containing H
Zfp712,54091,zinc finger protein 712
Nxpe2,54092,"neurexophilin and PC-esterase domain family, member 2"
Ralgps2,54095,Ral GEF with PH domain and SH3 binding motif 2
Lrrc9,54097,leucine rich repeat containing 9
Mroh9,54098,maestro heat-like repeat family member 9
Zfp687,54106,zinc finger protein 687
Klhdc8b,54107,kelch domain containing 8B
5330427O13Rik,54111,RIKEN cDNA 5330427O13 gene
Map7d2,54123,MAP7 domain containing 2
Creb3l4,54124,cAMP responsive element binding protein 3-like 4
5330426L24Rik,54125,RIKEN cDNA 5330426L24 gene
Nav2,54126,neuron navigator 2
Rbsn,54127,"rabenosyn, RAB effector"
Rps27a,54134,ribosomal protein S27A
Hist3h2ba,54143,"histone cluster 3, H2ba"
Tsga10ip,54146,testis specific 10 interacting protein
Gpr108,54148,G protein-coupled receptor 108
Cul9,54149,cullin 9
Ccdc88b,54157,coiled-coil domain containing 88B
Ankrd23,54161,ankyrin repeat domain 23
Fam219b,54163,"family with sequence similarity 219, member B"
Ndufv3,54170,NADH dehydrogenase (ubiquinone) flavoprotein 3
Cdk19,54174,cyclin-dependent kinase 19
Ttyh3,54179,tweety homolog 3 (Drosophila)
2210407C18Rik,54194,RIKEN cDNA 2210407C18 gene
Icam4,54209,"intercellular adhesion molecule 4, Landsteiner-Wiener blood group"
Snrnp25,54212,small nuclear ribonucleoprotein 25 (U11/U12)
Nudt17,54213,nudix (nucleoside diphosphate linked moiety X)-type motif 17
Mvp,54228,major vault protein
Pla2g4d,54230,"phospholipase A2, group IVD"
Ddx52,54234,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
2900041M22Rik,54243,RIKEN cDNA 2900041M22 gene
Ntf5,54245,neurotrophin 5
Fam131a,54248,"family with sequence similarity 131, member A"
3110062M04Rik,54252,RIKEN cDNA 3110062M04 gene
Rnase6,54256,"ribonuclease, RNase A family, 6"
Wibg,54268,within bgcn homolog (Drosophila)
Pgpep1l,54284,pyroglutamyl-peptidase I-like
2700046A07Rik,54289,RIKEN cDNA 2700046A07 gene
Helz,54295,helicase with zinc finger domain
1700054A03Rik,54297,RIKEN cDNA 1700054A03 gene
1700057G04Rik,54299,RIKEN cDNA 1700057G04 gene
1700057H15Rik,54300,RIKEN cDNA 1700057H15 gene
Tmem247,54309,transmembrane protein 247
Skap1,54313,src family associated phosphoprotein 1
Micu3,54346,"mitochondrial calcium uptake family, member 3"
3110099E03Rik,54351,RIKEN cDNA 3110099E03 gene
3300005D01Rik,54352,RIKEN cDNA 3300005D01 gene
Arhgap10,54354,Rho GTPase activating protein 10
Mrpl9,54363,mitochondrial ribosomal protein L9
C330024E10Rik,54365,RIKEN cDNA C330024E10 gene
Asb8,54381,ankyrin repeat and SOCS box-containing 8
5430417C01Rik,54388,RIKEN cDNA 5430417C01 gene
E130119H09Rik,54390,RIKEN cDNA E130119H09 gene
Htra3,54398,HtrA serine peptidase 3
Gpr124,54400,G protein-coupled receptor 124
C630050I24Rik,54411,RIKEN cDNA C630050I24 gene
Utp23,54421,"UTP23, small subunit (SSU) processome component, homolog (yeast)"
Srbd1,54426,S1 RNA binding domain 1
Nrip3,54433,nuclear receptor interacting protein 3
Pde6h,54440,"phosphodiesterase 6H, cGMP-specific, cone, gamma"
8030411F24Rik,54449,RIKEN cDNA 8030411F24 gene
Uvrag,54450,UV radiation resistance associated gene
Btbd19,54451,BTB (POZ) domain containing 19
Cstad,54457,"CSA-conditional, T cell activation-dependent protein"
Acap2,54458,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
Zfp449,54459,zinc finger protein 449
1700061G19Rik,54465,RIKEN cDNA 1700061G19 gene
Spaca7,54474,sperm acrosome associated 7
Kcnd3os,54475,"potassium voltage-gated channel, Shal-related family, member 3, opposite strand"
1700104B16Rik,54476,RIKEN cDNA 1700104B16 gene
2410088K16Rik,54490,RIKEN cDNA 2410088K16 gene
Lsm6,54491,"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)"
Bola3,54493,bolA-like 3 (E. coli)
Eif3j1,54495,"eukaryotic translation initiation factor 3, subunit J1"
Brd8,54496,bromodomain containing 8
Ncapd3,54498,"non-SMC condensin II complex, subunit D3"
Plekhj1,54510,"pleckstrin homology domain containing, family J member 1"
0610025J13Rik,54527,RIKEN cDNA 0610025J13 gene
Nol3,54528,nucleolar protein 3 (apoptosis repressor with CARD domain)
Naa35,54529,"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
Pus7,54537,pseudouridylate synthase 7 homolog (S. cerevisiae)
C330013J21Rik,54543,RIKEN cDNA C330013J21 gene
Spink8,54549,"serine peptidase inhibitor, Kazal type 8"
D730003I15Rik,54561,RIKEN cDNA D730003I15 gene
D530049N12Rik,54563,RIKEN cDNA D530049N12 gene
D730001G18Rik,54565,RIKEN cDNA D730001G18 gene
Troap,54573,trophinin associated protein
9630005C17Rik,54583,RIKEN cDNA 9630005C17 gene
Rassf10,54588,Ras association (RalGDS/AF-6) domain family (N-terminal) member 10
Filip1l,54589,filamin A interacting protein 1-like
Zc3h6,54591,zinc finger CCCH type containing 6
Csgalnact2,54592,chondroitin sulfate N-acetylgalactosaminyltransferase 2
Lipm,54593,"lipase, family member M"
Galnt15,54594,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15
Fam122b,54595,"family with sequence similarity 122, member B"
Rictor,54597,"RPTOR independent companion of MTOR, complex 2"
Efcab11,54607,EF-hand calcium binding domain 11
Mctp1,54611,"multiple C2 domains, transmembrane 1"
Hhipl2,54612,hedgehog interacting protein-like 2
Cfap61,54614,cilia and flagella associated protein 61
Enthd2,54617,ENTH domain containing 2
Spata2l,54619,spermatogenesis associated 2-like
Zc3hav1,54621,"zinc finger CCCH type, antiviral 1"
Brpf1,54623,"bromodomain and PHD finger containing, 1"
Celf3,54624,"CUGBP, Elav-like family member 3"
Clip4,54625,"CAP-GLY domain containing linker protein family, member 4"
Usp54,54627,ubiquitin specific peptidase 54
Vsig1,54629,V-set and immunoglobulin domain containing 1
4930414F18Rik,54630,RIKEN cDNA 4930414F18 gene
4930432F04Rik,54632,RIKEN cDNA 4930432F04 gene
Armc9,54635,armadillo repeat containing 9
Zcchc4,54636,"zinc finger, CCHC domain containing 4"
Ndor1,54637,NADPH dependent diflavin oxidoreductase 1
Eml4,54638,echinoderm microtubule associated protein like 4
Ak7,54641,adenylate kinase 7
Ttc30a1,54642,tetratricopeptide repeat domain 30A1
Fbxo43,54643,F-box protein 43
Stpg1,54646,sperm tail PG rich repeat containing 1
4930544L04Rik,54647,RIKEN cDNA 4930544L04 gene
Stxbp5,54648,syntaxin binding protein 5 (tomosyn)
4930562C15Rik,54649,RIKEN cDNA 4930562C15 gene
Gmip,54656,Gem-interacting protein
Desi2,54665,desumoylating isopeptidase 2
P2ry10,54666,"purinergic receptor P2Y, G-protein coupled 10"
Tsc22d4,54669,"TSC22 domain family, member 4"
Slc25a12,54670,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12"
Cacul1,54672,"CDK2 associated, cullin domain 1"
Gins3,54673,GINS complex subunit 3 (Psf3 homolog)
Zfp623,54674,zinc finger protein 623
Coro7,54725,coronin 7
Sfi1,54727,"Sfi1 homolog, spindle assembly associated (yeast)"
Wsb1,54729,WD repeat and SOCS box-containing 1
Trmt44,54730,tRNA methyltransferase 44
Scyl1,54731,SCY1-like 1 (S. cerevisiae)
Crispld2,54732,cysteine-rich secretory protein LCCL domain containing 2
Cnot10,54733,"CCR4-NOT transcription complex, subunit 10"
Aacs,54734,acetoacetyl-CoA synthetase
Pus7l,54735,pseudouridylate synthase 7 homolog (S. cerevisiae)-like
1500015O10Rik,54736,RIKEN cDNA 1500015O10 gene
4833447P13Rik,54742,RIKEN cDNA 4833447P13 gene
Wrnip1,54743,Werner helicase interacting protein 1
Misp,54746,mitotic spindle positioning
Igsf3,54748,"immunoglobulin superfamily, member 3"
Asb15,54750,ankyrin repeat and SOCS box-containing 15
Trim42,54751,tripartite motif-containing 42
Sp2,54752,Sp2 transcription factor
Ltn1,54753,listerin E3 ubiquitin protein ligase 1
Nadsyn1,54754,NAD synthetase 1
Fndc8,54759,fibronectin type III domain containing 8
Dlst,54760,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
9130019O22Rik,54761,RIKEN cDNA 9130019O22 gene
Chsy3,54763,chondroitin sulfate synthase 3
4930420G21Rik,54764,RIKEN cDNA 4930420G21 gene
Srd5a1,54765,steroid 5 alpha-reductase 1
Gas2l1,54766,growth arrest-specific 2 like 1
Pigt,54768,"phosphatidylinositol glycan anchor biosynthesis, class T"
Polr3h,54769,polymerase (RNA) III (DNA directed) polypeptide H
4930546C10Rik,54771,RIKEN cDNA 4930546C10 gene
Agbl4,54773,ATP/GTP binding protein-like 4
Saal1,54775,serum amyloid A-like 1
Avl9,54777,AVL9 homolog (S. cerevisiase)
Fbxo34,54778,F-box protein 34
Ern1,54783,endoplasmic reticulum (ER) to nucleus signalling 1
Popdc3,54817,popeye domain containing 3
Spsb3,54883,splA/ryanodine receptor domain and SOCS box containing 3
Mrps34,54884,mitochondrial ribosomal protein S34
Nme3,54899,NME/NM23 nucleoside diphosphate kinase 3
Osbpl5,55033,oxysterol binding protein-like 5
Tnfrsf23,55038,"tumor necrosis factor receptor superfamily, member 23"
Tnfrsf22,55039,"tumor necrosis factor receptor superfamily, member 22"
Hdac9,55058,histone deacetylase 9
Zfp319,55070,zinc finger protein 319
Lrat,55072,lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase)
Trim39,55100,tripartite motif-containing 39
Krit1,55101,"KRIT1, ankyrin repeat containing"
Bhlhe41,55198,"basic helix-loop-helix family, member e41"
Spz1,55213,spermatogenic leucine zipper 1
Pdcl2,55260,phosducin-like 2
Recql4,55261,RecQ protein-like 4
Aldoart2,55264,"aldolase 1 A, retrogene 2"
Lias,55269,lipoic acid synthetase
Cptp,55357,ceramide-1-phosphate transfer protein
BC005537,55358,cDNA sequence BC005537
Ublcp1,55363,ubiquitin-like domain containing CTD phosphatase 1
Wbscr27,55368,Williams Beuren syndrome chromosome region 27 (human)
Sh3bp5l,55369,SH3 binding domain protein 5 like
Cdk5rap3,56081,CDK5 regulatory subunit associated protein 3
Cttnbp2nl,56082,CTTNBP2 N-terminal like
Abtb1,56084,ankyrin repeat and BTB (POZ) domain containing 1
Smim12,56085,small integral membrane protein 12
Parp9,56086,"poly (ADP-ribose) polymerase family, member 9"
Tusc3,56087,tumor suppressor candidate 3
Apobec3,56088,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 3"
Bcl9l,56089,B cell CLL/lymphoma 9-like
Lysmd3,56090,"LysM, putative peptidoglycan-binding, domain containing 3"
Gpr146,56091,G protein-coupled receptor 146
Rilpl2,56092,Rab interacting lysosomal protein-like 2
Zxdc,56093,ZXD family zinc finger C
Pofut2,56095,protein O-fucosyltransferase 2
BC002118,56097,cDNA sequence BC002118
Sptbn4,56098,"spectrin beta, non-erythrocytic 4"
